open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,ignore,RROF,RROF_s,Signal,LongEntry,LongExit,ShortEntry,ShortExit
2025-06-16 05:00:00,106386.0,106689.92,106312.33,106689.91,294.07616,1750051799999,31314775.98892840,40337,190.02365000,20236291.97876830,0,88.41972688997785,78.72979349752161,59.158142838350095,False,True,False,True
2025-06-16 05:30:00,106689.91,106785.71,106505.98,106559.98,301.38547,1750053599999,32129982.29360110,52288,111.87469000,11927863.18084700,0,63.909833458265894,73.74523415429756,66.83707963634029,False,True,False,True
2025-06-16 06:00:00,106559.99,106777.38,106510.61,106712.05,232.84915,1750055399999,24833457.79577360,31751,117.37443000,12518702.72207840,0,71.41694777070617,71.7483728531047,70.91692663884729,False,True,False,True
2025-06-16 06:30:00,106712.05,106764.82,106548.0,106586.01,212.43962,1750057199999,22659518.74238930,33133,81.51955000,8694947.49758830,0,42.1820129727958,55.54829465301094,67.09223893775531,False,True,True,False
2025-06-16 07:00:00,106586.0,106870.0,106586.0,106862.03,235.24644,1750058999999,25098569.98329040,33232,124.03107000,13234690.76728950,0,54.198430002431024,53.06271062059847,61.9314741386978,False,True,True,False
2025-06-16 07:30:00,106862.03,107262.31,106862.03,107061.8,845.70407,1750060799999,90566704.47751910,73496,426.78192000,45701322.02381690,0,60.570731497412794,55.38184457831604,58.20312861290093,False,True,True,False
2025-06-16 08:00:00,107061.8,107135.72,106954.47,106975.75,284.69731,1750062599999,30476651.52135750,42255,161.56161000,17294562.48135540,0,38.41420509873848,48.43041804891201,53.71417083858308,False,True,True,False
2025-06-16 08:30:00,106975.75,107242.92,106959.8,107180.0,201.90447,1750064399999,21624155.93135230,35682,118.74148000,12716711.60258520,0,45.87066346264754,45.835188680472065,50.04779101514429,False,True,True,False
2025-06-16 09:00:00,107180.0,107255.01,106950.01,106950.02,382.56693,1750066199999,40975958.37500380,38277,176.96796000,18959767.26045460,0,3.1433925575495607,23.264284949447042,40.58532222620601,False,True,False,False
2025-06-16 09:30:00,106950.01,107037.76,106863.98,106945.86,406.8614,1750067999999,43511929.74147840,27376,106.66676000,11408619.97222030,0,-7.226091907566413,5.079862142507904,27.213646481858927,False,True,False,False
2025-06-16 10:00:00,106945.86,107200.0,106895.08,107075.84,260.68832,1750069799999,27906991.29928590,28330,126.88493000,13585411.84266910,0,1.7112184618187172,-1.0291893120211857,15.004476817874865,False,True,False,True
2025-06-16 10:30:00,107075.83,107075.84,106744.66,106834.32,176.0879,1750071599999,18825645.87292620,26737,75.08914000,8029150.71654530,0,-14.868709465501553,-8.068297230072274,4.209673440562917,False,True,False,True
2025-06-16 11:00:00,106834.33,106869.52,106582.25,106685.98,218.55101,1750073399999,23321471.39793360,35458,103.54602000,11048790.65203640,0,-31.658222355703174,-20.50014458938232,-6.962498037920093,False,True,False,True
2025-06-16 11:30:00,106685.97,106976.75,106685.97,106883.99,217.56817,1750075199999,23250032.33132590,34495,168.47859000,18003030.84483250,0,-11.741047740098196,-18.901382899533747,-13.17939340179662,False,True,False,True
2025-06-16 12:00:00,106884.0,106900.0,106661.34,106668.1,161.29138,1750076999999,17222526.39698560,33440,59.89047000,6395215.68194510,0,-34.328325538848816,-26.354215742074334,-19.069521856587958,False,True,False,True
2025-06-16 12:30:00,106668.09,106819.1,106600.0,106690.47,191.29945,1750078799999,20415283.01683770,29862,88.21868000,9414742.06089340,0,-38.15263436486802,-32.47593365206665,-24.904617755737913,False,True,False,True
2025-06-16 13:00:00,106690.47,106740.0,106571.42,106635.36,140.56335,1750080599999,14990472.68031800,30880,72.48059000,7729635.79187420,0,-44.360848863119145,-40.61935680965705,-31.35773841808164,False,True,False,True
2025-06-16 13:30:00,106635.36,107172.11,106495.09,107160.06,416.17134,1750082399999,44430208.26407880,130679,252.40545000,26953540.65646080,0,17.623085021707695,-12.334179504330537,-26.212396006677555,False,False,False,True
2025-06-16 14:00:00,107160.06,107396.0,106787.99,107356.0,485.35626,1750084199999,51978640.12173600,122587,273.85655000,29331552.85994410,0,45.949021229605705,21.45539747818556,-10.348258940104877,False,True,False,True
2025-06-16 14:30:00,107356.0,107784.26,107351.66,107533.5,598.23382,1750085999999,64388168.57058700,138703,329.43016000,35456438.24293770,0,58.24310285172055,47.375072672680126,11.4653178327847,False,True,False,True
2025-06-16 15:00:00,107533.5,107687.08,107412.0,107486.28,297.18,1750087799999,31968208.03227250,88027,146.86028000,15798598.18290750,0,48.68342723009769,51.41425143722332,29.71000163287171,False,True,False,True
2025-06-16 15:30:00,107486.29,107715.4,107307.81,107424.96,248.2624,1750089599999,26697599.19959910,71110,122.38930000,13163039.51713920,0,41.09705181238817,46.483518791513404,40.718428878436086,False,True,False,True
2025-06-16 16:00:00,107424.96,107683.48,107309.15,107623.12,293.32204,1750091399999,31522890.29980490,44608,127.57354000,13709001.16376660,0,56.47734961456288,50.05159661642711,47.10935702556033,False,True,False,True
2025-06-16 16:30:00,107623.11,107906.98,107514.9,107765.99,377.85466,1750093199999,40717524.97171440,55840,245.86098000,26499015.71852990,0,65.71646612835085,58.53352490442774,52.168542860634275,False,True,False,True
2025-06-16 17:00:00,107765.99,107977.77,107642.66,107883.4,251.92132,1750094999999,27162795.94067390,58834,110.36763000,11901191.93539470,0,74.40311238893591,68.51993650634539,58.08465740126462,False,True,False,True
2025-06-16 17:30:00,107883.39,108017.98,107627.9,107755.0,334.50853,1750096799999,36089608.87657510,68581,186.31622000,20108776.47467230,0,43.476652373242956,57.49210800432525,58.91517151897724,False,True,True,False
2025-06-16 18:00:00,107755.01,108100.0,107686.56,108076.53,230.14814,1750098599999,24839579.71739600,55947,119.45142000,12894338.04078870,0,54.77763598302397,54.28155418074895,58.2703105910243,False,True,True,False
2025-06-16 18:30:00,108076.53,108278.0,108000.0,108255.96,264.36418,1750100399999,28583131.29600130,52552,147.50305000,15950585.52509760,0,62.591559234788946,56.80110034060962,57.94542935707588,False,True,True,False
2025-06-16 19:00:00,108255.97,108888.0,108255.96,108765.1,689.19159,1750102199999,74869451.34573330,111713,405.11727000,44001134.04226640,0,73.66636283873032,66.82664049479881,60.51242792624502,False,True,False,True
2025-06-16 19:30:00,108765.1,108813.81,108415.5,108652.0,306.81487,1750103999999,33312697.74177410,75931,115.72419000,12563907.75146200,0,66.32076461518352,68.14776312630003,62.96692633322316,False,True,False,True
2025-06-16 20:00:00,108652.01,108693.21,108428.0,108626.77,334.52576,1750105799999,36318833.76497640,57512,170.02302000,18457782.70037520,0,68.71122031419796,68.74025883528186,65.64373486853161,False,True,False,True
2025-06-16 20:30:00,108626.77,108849.77,108558.13,108782.68,231.36271,1750107599999,25141740.73912950,44708,122.12169000,13270070.00200150,0,75.1659177851954,71.54015976652761,68.50396699219151,False,True,False,True
2025-06-16 21:00:00,108782.68,108817.0,108540.99,108633.91,155.37571,1750109399999,16880935.70691340,30833,62.10546000,6747309.91840630,0,50.1420871927331,61.57821957713134,66.89297868033411,False,True,True,False
2025-06-16 21:30:00,108633.92,108644.3,108321.45,108513.1,208.0034,1750111199999,22568745.25518520,45983,69.59112000,7549962.20858520,0,31.30361574477911,44.89348990083315,59.40193919394252,False,True,True,False
2025-06-16 22:00:00,108513.1,108952.38,108513.1,108658.21,207.51451,1750112999999,22561929.52080900,54830,100.55460000,10933476.77991420,0,35.75396502985399,36.66853562864221,50.631458323084985,False,True,True,False
2025-06-16 22:30:00,108658.21,108674.45,107418.24,107700.01,917.0337,1750114799999,98879501.37627300,174387,386.63172000,41677882.14938110,0,-19.813386614328877,7.228564326916742,34.14626885149615,False,True,False,False
2025-06-16 23:00:00,107700.01,107982.63,107446.25,107575.68,372.05564,1750116599999,40058720.93146790,125147,186.00999000,20029322.30968000,0,-43.90501273494698,-22.597974400607452,11.81967943795693,False,True,False,True
2025-06-16 23:30:00,107575.67,107621.76,106700.0,106794.53,603.13544,1750118399999,64589844.66766240,125998,231.83369000,24825106.97323750,0,-71.05967591158847,-53.46707330316471,-14.520733998625705,False,True,False,True
2025-06-17 00:00:00,106794.53,106926.62,106115.35,106801.3,1112.98843,1750120199999,118520206.79167580,213104,544.72051000,57991176.21614340,0,-67.41461384343285,-64.71136768140374,-36.93955936926829,False,True,False,True
2025-06-17 00:30:00,106801.29,107262.31,106655.98,107238.63,365.93105,1750121999999,39146210.18409000,130581,215.66178000,23075097.03650580,0,-28.07898424735569,-48.354309390086875,-46.59904147065611,False,True,False,True
2025-06-17 01:00:00,107238.68,107310.74,106930.23,107030.54,188.55393,1750123799999,20199497.01985110,76148,85.41124000,9150807.34103160,0,-34.007602280356565,-37.59923152986899,-47.0053079507227,False,False,False,True
2025-06-17 01:30:00,107030.54,107399.0,106971.49,107173.51,249.03611,1750125599999,26690459.42860310,70794,144.83857000,15525661.04718740,0,-24.539836798612185,-28.28561653398423,-41.318516375041995,False,False,False,True
2025-06-17 02:00:00,107173.51,107220.0,106697.67,106701.79,173.51274,1750127399999,18558547.49193090,61349,49.55483000,5300213.96871540,0,-37.993409144403955,-32.84458388513213,-36.77220444085213,False,False,False,True
2025-06-17 02:30:00,106701.79,107600.0,106572.07,107482.39,378.44109,1750129199999,40524134.26431170,83840,245.63338000,26310201.45117050,0,-0.8779806498372409,-17.193432839488636,-28.38367478598328,False,False,False,True
2025-06-17 03:00:00,107482.4,107771.34,107364.89,107405.38,323.77707,1750130999999,34817432.74161590,64917,145.23183000,15619026.25222540,0,-2.756110815449645,-8.002950481737896,-20.099513334658525,False,False,False,True
2025-06-17 03:30:00,107405.38,107735.21,107405.38,107590.41,233.71204,1750132799999,25143666.85423430,52932,117.09842000,12598102.56323570,0,16.710550764737775,7.290241668912799,-9.407711760340131,False,True,False,True
2025-06-17 04:00:00,107590.41,107711.06,107476.52,107489.88,154.11877,1750134599999,16582285.29855260,52926,82.09624000,8833211.08775190,0,7.052152416426239,8.636907993884103,-1.2596529576167579,False,True,False,True
2025-06-17 04:30:00,107489.88,107512.78,107303.01,107333.64,170.15228,1750136399999,18273050.05276230,34876,62.53870000,6715776.23865660,0,-10.626631647328907,-0.17750655739941124,1.4887660261542213,False,True,False,True
2025-06-17 05:00:00,107333.64,107403.99,107040.0,107229.14,280.38295,1750138199999,30066948.56138520,55850,102.08134000,10946073.62591480,0,-23.656870298874864,-14.195286962476027,-2.613213613615851,False,True,False,True
2025-06-17 05:30:00,107229.15,107300.0,107044.12,107122.02,187.0078,1750139999999,20037123.80959520,38381,97.87879000,10486815.58264920,0,-41.72647410052002,-30.519965757773118,-12.356629243619128,False,True,False,True
2025-06-17 06:00:00,107122.01,107234.94,106940.91,107007.62,160.27324,1750141799999,17163132.37662920,41266,80.61061000,8632354.16944130,0,-54.88607633841295,-45.29467458585896,-25.523813464582005,False,True,False,True
2025-06-17 06:30:00,107007.62,107012.71,106724.0,106832.91,226.94116,1750143599999,24257634.42556390,47856,101.07957000,10806727.22548010,0,-69.70151944012989,-60.1005308496226,-40.12062202314798,False,True,False,True
2025-06-17 07:00:00,106832.92,106879.48,106491.17,106491.17,220.84673,1750145399999,23559734.70108570,46830,73.41842000,7835737.75333180,0,-85.2265247018409,-74.99478155403257,-55.09968489361683,False,True,False,True
2025-06-17 07:30:00,106491.17,106789.06,106481.6,106758.52,297.23131,1750147199999,31703497.47119470,43978,134.28280000,14322253.83893080,0,-37.42682744909027,-58.73917519851375,-59.67239397913719,True,False,False,True
2025-06-17 08:00:00,106758.52,106822.78,106589.64,106812.01,178.54557,1750148999999,19055027.61999100,42731,92.72052000,9895108.48487930,0,-17.02274326347441,-35.19140156507411,-53.426252637775164,False,False,False,True
2025-06-17 08:30:00,106812.01,106820.0,106484.89,106568.06,184.32582,1750150799999,19647255.68059090,43292,75.52114000,8051170.25306520,0,-31.267491890627355,-27.545798274653524,-44.320147812452866,False,False,False,True
2025-06-17 09:00:00,106568.06,106655.82,106338.47,106404.47,251.88192,1750152599999,26816460.93424540,56806,111.80181000,11903192.83289780,0,-43.51672172200904,-35.01798203512604,-38.88802932803511,False,False,False,True
2025-06-17 09:30:00,106404.47,106441.07,106132.13,106220.71,257.0789,1750154399999,27314792.45203830,47922,121.89892000,12952262.85631220,0,-53.39175105196236,-46.41269808175542,-38.92631944679359,False,True,False,True
